"year","region","quantity"
"1574","Bahia, porto não especificado","0"
"1574","Pernambuco, porto não especificado","48"
"1574","Rio de Janeiro","0"
"1574","Brasil, região não especificada","0"
"1575","Bahia, porto não especificado","0"
"1575","Pernambuco, porto não especificado","284"
"1575","Rio de Janeiro","0"
"1575","Brasil, região não especificada","0"
"1576","Bahia, porto não especificado","0"
"1576","Pernambuco, porto não especificado","83"
"1576","Rio de Janeiro","0"
"1576","Brasil, região não especificada","0"
"1582","Bahia, porto não especificado","166"
"1582","Pernambuco, porto não especificado","0"
"1582","Rio de Janeiro","0"
"1582","Brasil, região não especificada","0"
"1597","Bahia, porto não especificado","0"
"1597","Pernambuco, porto não especificado","0"
"1597","Rio de Janeiro","287"
"1597","Brasil, região não especificada","287"
"1603","Bahia, porto não especificado","0"
"1603","Ilha de Itamaricá","0"
"1603","Pernambuco, porto não especificado","0"
"1603","Rio de Janeiro","38"
"1603","Brasil, região não especificada","0"
"1604","Bahia, porto não especificado","0"
"1604","Ilha de Itamaricá","0"
"1604","Pernambuco, porto não especificado","287"
"1604","Rio de Janeiro","0"
"1604","Brasil, região não especificada","0"
"1607","Bahia, porto não especificado","27"
"1607","Ilha de Itamaricá","0"
"1607","Pernambuco, porto não especificado","0"
"1607","Rio de Janeiro","310"
"1607","Brasil, região não especificada","0"
"1610","Bahia, porto não especificado","209"
"1610","Ilha de Itamaricá","0"
"1610","Pernambuco, porto não especificado","0"
"1610","Rio de Janeiro","0"
"1610","Brasil, região não especificada","0"
"1611","Bahia, porto não especificado","105"
"1611","Ilha de Itamaricá","0"
"1611","Pernambuco, porto não especificado","0"
"1611","Rio de Janeiro","0"
"1611","Brasil, região não especificada","0"
"1624","Bahia, porto não especificado","436"
"1624","Ilha de Itamaricá","0"
"1624","Pernambuco, porto não especificado","0"
"1624","Rio de Janeiro","0"
"1624","Brasil, região não especificada","0"
"1626","Bahia, porto não especificado","148"
"1626","Ilha de Itamaricá","0"
"1626","Pernambuco, porto não especificado","0"
"1626","Rio de Janeiro","0"
"1626","Brasil, região não especificada","0"
"1627","Bahia, porto não especificado","605"
"1627","Ilha de Itamaricá","0"
"1627","Pernambuco, porto não especificado","521"
"1627","Rio de Janeiro","0"
"1627","Brasil, região não especificada","245"
"1630","Bahia, porto não especificado","0"
"1630","Ilha de Itamaricá","0"
"1630","Pernambuco, porto não especificado","734"
"1630","Rio de Janeiro","0"
"1630","Brasil, região não especificada","0"
"1633","Bahia, porto não especificado","0"
"1633","Ilha de Itamaricá","0"
"1633","Pernambuco, porto não especificado","300"
"1633","Rio de Janeiro","0"
"1633","Brasil, região não especificada","0"
"1636","Bahia, porto não especificado","0"
"1636","Ilha de Itamaricá","239"
"1636","Pernambuco, porto não especificado","620"
"1636","Rio de Janeiro","0"
"1636","Brasil, região não especificada","0"
"1637","Bahia, porto não especificado","0"
"1637","Ilha de Itamaricá","0"
"1637","Pernambuco, porto não especificado","1229"
"1637","Rio de Janeiro","0"
"1637","Brasil, região não especificada","0"
"1638","Bahia, porto não especificado","0"
"1638","Ilha de Itamaricá","0"
"1638","Pernambuco, porto não especificado","1518"
"1638","Rio de Janeiro","0"
"1638","Brasil, região não especificada","0"
"1639","Bahia, porto não especificado","0"
"1639","Ilha de Itamaricá","0"
"1639","Pernambuco, porto não especificado","1671"
"1639","Rio de Janeiro","0"
"1639","Brasil, região não especificada","0"
"1640","Bahia, porto não especificado","0"
"1640","Ilha de Itamaricá","0"
"1640","Pernambuco, porto não especificado","1289"
"1640","Rio de Janeiro","0"
"1640","Brasil, região não especificada","0"
"1641","Bahia, porto não especificado","260"
"1641","Ilha de Itamaricá","0"
"1641","Pernambuco, porto não especificado","1611"
"1641","Rio de Janeiro","0"
"1641","Brasil, região não especificada","130"
"1642","Bahia, porto não especificado","0"
"1642","Ilha de Itamaricá","0"
"1642","Pernambuco, porto não especificado","2400"
"1642","Rio de Janeiro","0"
"1642","Brasil, região não especificada","0"
"1643","Bahia, porto não especificado","0"
"1643","Ilha de Itamaricá","0"
"1643","Pernambuco, porto não especificado","5012"
"1643","Rio de Janeiro","0"
"1643","Brasil, região não especificada","0"
"1644","Bahia, porto não especificado","368"
"1644","Ilha de Itamaricá","0"
"1644","Pernambuco, porto não especificado","4932"
"1644","Rio de Janeiro","0"
"1644","Brasil, região não especificada","158"
"1645","Bahia, porto não especificado","0"
"1645","Ilha de Itamaricá","0"
"1645","Pernambuco, porto não especificado","3579"
"1645","Rio de Janeiro","0"
"1645","Brasil, região não especificada","471"
"1646","Bahia, porto não especificado","1907"
"1646","Ilha de Itamaricá","0"
"1646","Pernambuco, porto não especificado","765"
"1646","Rio de Janeiro","0"
"1646","Brasil, região não especificada","0"
"1647","Bahia, porto não especificado","0"
"1647","Ilha de Itamaricá","0"
"1647","Pernambuco, porto não especificado","6"
"1647","Rio de Janeiro","0"
"1647","Brasil, região não especificada","260"
"1649","Bahia, porto não especificado","158"
"1649","Ilha de Itamaricá","0"
"1649","Pernambuco, porto não especificado","580"
"1649","Rio de Janeiro","0"
"1649","Brasil, região não especificada","0"
"1650","Bahia, porto não especificado","1401"
"1650","Ilha de Itamaricá","0"
"1650","Pernambuco, porto não especificado","291"
"1650","Rio de Janeiro","0"
"1650","Brasil, região não especificada","0"
"1651","Maranhão","0"
"1651","Pará","0"
"1651","Bahia, porto não especificado","209"
"1651","Paraíba","0"
"1651","Pernambuco, porto não especificado","1049"
"1651","Ilha Grande","0"
"1651","Rio de Janeiro","0"
"1651","Brasil, região não especificada","0"
"1652","Maranhão","0"
"1652","Pará","0"
"1652","Bahia, porto não especificado","565"
"1652","Paraíba","0"
"1652","Pernambuco, porto não especificado","191"
"1652","Ilha Grande","0"
"1652","Rio de Janeiro","0"
"1652","Brasil, região não especificada","0"
"1653","Maranhão","0"
"1653","Pará","0"
"1653","Bahia, porto não especificado","356"
"1653","Paraíba","0"
"1653","Pernambuco, porto não especificado","0"
"1653","Ilha Grande","0"
"1653","Rio de Janeiro","0"
"1653","Brasil, região não especificada","0"
"1661","Maranhão","0"
"1661","Pará","0"
"1661","Bahia, porto não especificado","356"
"1661","Paraíba","0"
"1661","Pernambuco, porto não especificado","0"
"1661","Ilha Grande","0"
"1661","Rio de Janeiro","0"
"1661","Brasil, região não especificada","0"
"1664","Maranhão","0"
"1664","Pará","0"
"1664","Bahia, porto não especificado","628"
"1664","Paraíba","0"
"1664","Pernambuco, porto não especificado","0"
"1664","Ilha Grande","0"
"1664","Rio de Janeiro","331"
"1664","Brasil, região não especificada","0"
"1665","Maranhão","0"
"1665","Pará","0"
"1665","Bahia, porto não especificado","356"
"1665","Paraíba","0"
"1665","Pernambuco, porto não especificado","0"
"1665","Ilha Grande","0"
"1665","Rio de Janeiro","0"
"1665","Brasil, região não especificada","0"
"1667","Maranhão","0"
"1667","Pará","0"
"1667","Bahia, porto não especificado","209"
"1667","Paraíba","0"
"1667","Pernambuco, porto não especificado","0"
"1667","Ilha Grande","0"
"1667","Rio de Janeiro","0"
"1667","Brasil, região não especificada","0"
"1671","Maranhão","0"
"1671","Pará","0"
"1671","Bahia, porto não especificado","1257"
"1671","Paraíba","0"
"1671","Pernambuco, porto não especificado","0"
"1671","Ilha Grande","0"
"1671","Rio de Janeiro","0"
"1671","Brasil, região não especificada","129"
"1672","Maranhão","0"
"1672","Pará","0"
"1672","Bahia, porto não especificado","209"
"1672","Paraíba","0"
"1672","Pernambuco, porto não especificado","0"
"1672","Ilha Grande","0"
"1672","Rio de Janeiro","0"
"1672","Brasil, região não especificada","0"
"1673","Maranhão","1114"
"1673","Pará","0"
"1673","Bahia, porto não especificado","0"
"1673","Paraíba","0"
"1673","Pernambuco, porto não especificado","0"
"1673","Ilha Grande","0"
"1673","Rio de Janeiro","0"
"1673","Brasil, região não especificada","0"
"1676","Maranhão","0"
"1676","Pará","0"
"1676","Bahia, porto não especificado","616"
"1676","Paraíba","0"
"1676","Pernambuco, porto não especificado","0"
"1676","Ilha Grande","0"
"1676","Rio de Janeiro","0"
"1676","Brasil, região não especificada","0"
"1677","Maranhão","0"
"1677","Pará","0"
"1677","Bahia, porto não especificado","418"
"1677","Paraíba","0"
"1677","Pernambuco, porto não especificado","0"
"1677","Ilha Grande","0"
"1677","Rio de Janeiro","0"
"1677","Brasil, região não especificada","0"
"1678","Maranhão","0"
"1678","Pará","0"
"1678","Bahia, porto não especificado","1068"
"1678","Paraíba","0"
"1678","Pernambuco, porto não especificado","0"
"1678","Ilha Grande","0"
"1678","Rio de Janeiro","0"
"1678","Brasil, região não especificada","0"
"1679","Maranhão","0"
"1679","Pará","0"
"1679","Bahia, porto não especificado","549"
"1679","Paraíba","0"
"1679","Pernambuco, porto não especificado","0"
"1679","Ilha Grande","0"
"1679","Rio de Janeiro","0"
"1679","Brasil, região não especificada","0"
"1680","Maranhão","0"
"1680","Pará","600"
"1680","Bahia, porto não especificado","1507"
"1680","Paraíba","0"
"1680","Pernambuco, porto não especificado","0"
"1680","Ilha Grande","0"
"1680","Rio de Janeiro","0"
"1680","Brasil, região não especificada","0"
"1681","Maranhão","0"
"1681","Pará","0"
"1681","Bahia, porto não especificado","345"
"1681","Paraíba","0"
"1681","Pernambuco, porto não especificado","105"
"1681","Ilha Grande","0"
"1681","Rio de Janeiro","0"
"1681","Brasil, região não especificada","0"
"1682","Maranhão","0"
"1682","Pará","0"
"1682","Bahia, porto não especificado","319"
"1682","Paraíba","0"
"1682","Pernambuco, porto não especificado","0"
"1682","Ilha Grande","0"
"1682","Rio de Janeiro","0"
"1682","Brasil, região não especificada","0"
"1683","Maranhão","0"
"1683","Pará","0"
"1683","Bahia, porto não especificado","105"
"1683","Paraíba","0"
"1683","Pernambuco, porto não especificado","0"
"1683","Ilha Grande","0"
"1683","Rio de Janeiro","0"
"1683","Brasil, região não especificada","0"
"1684","Maranhão","200"
"1684","Pará","0"
"1684","Bahia, porto não especificado","1467"
"1684","Paraíba","0"
"1684","Pernambuco, porto não especificado","0"
"1684","Ilha Grande","0"
"1684","Rio de Janeiro","0"
"1684","Brasil, região não especificada","0"
"1685","Maranhão","0"
"1685","Pará","0"
"1685","Bahia, porto não especificado","1842"
"1685","Paraíba","0"
"1685","Pernambuco, porto não especificado","0"
"1685","Ilha Grande","0"
"1685","Rio de Janeiro","0"
"1685","Brasil, região não especificada","0"
"1686","Maranhão","0"
"1686","Pará","0"
"1686","Bahia, porto não especificado","684"
"1686","Paraíba","0"
"1686","Pernambuco, porto não especificado","0"
"1686","Ilha Grande","0"
"1686","Rio de Janeiro","439"
"1686","Brasil, região não especificada","0"
"1687","Maranhão","0"
"1687","Pará","0"
"1687","Bahia, porto não especificado","1130"
"1687","Paraíba","0"
"1687","Pernambuco, porto não especificado","0"
"1687","Ilha Grande","0"
"1687","Rio de Janeiro","0"
"1687","Brasil, região não especificada","0"
"1688","Maranhão","0"
"1688","Pará","0"
"1688","Bahia, porto não especificado","1389"
"1688","Paraíba","0"
"1688","Pernambuco, porto não especificado","0"
"1688","Ilha Grande","0"
"1688","Rio de Janeiro","0"
"1688","Brasil, região não especificada","0"
"1689","Maranhão","0"
"1689","Pará","0"
"1689","Bahia, porto não especificado","1640"
"1689","Paraíba","0"
"1689","Pernambuco, porto não especificado","0"
"1689","Ilha Grande","0"
"1689","Rio de Janeiro","0"
"1689","Brasil, região não especificada","0"
"1690","Maranhão","0"
"1690","Pará","0"
"1690","Bahia, porto não especificado","2975"
"1690","Paraíba","0"
"1690","Pernambuco, porto não especificado","0"
"1690","Ilha Grande","0"
"1690","Rio de Janeiro","0"
"1690","Brasil, região não especificada","0"
"1691","Maranhão","0"
"1691","Pará","0"
"1691","Bahia, porto não especificado","3499"
"1691","Paraíba","0"
"1691","Pernambuco, porto não especificado","0"
"1691","Ilha Grande","0"
"1691","Rio de Janeiro","0"
"1691","Brasil, região não especificada","0"
"1692","Maranhão","145"
"1692","Pará","0"
"1692","Bahia, porto não especificado","3307"
"1692","Paraíba","0"
"1692","Pernambuco, porto não especificado","0"
"1692","Ilha Grande","0"
"1692","Rio de Janeiro","0"
"1692","Brasil, região não especificada","0"
"1693","Maranhão","290"
"1693","Pará","0"
"1693","Bahia, porto não especificado","1444"
"1693","Paraíba","0"
"1693","Pernambuco, porto não especificado","0"
"1693","Ilha Grande","0"
"1693","Rio de Janeiro","0"
"1693","Brasil, região não especificada","0"
"1694","Maranhão","0"
"1694","Pará","0"
"1694","Bahia, porto não especificado","1571"
"1694","Paraíba","515"
"1694","Pernambuco, porto não especificado","0"
"1694","Ilha Grande","0"
"1694","Rio de Janeiro","0"
"1694","Brasil, região não especificada","0"
"1695","Maranhão","102"
"1695","Pará","0"
"1695","Bahia, porto não especificado","3336"
"1695","Paraíba","0"
"1695","Pernambuco, porto não especificado","0"
"1695","Ilha Grande","418"
"1695","Rio de Janeiro","0"
"1695","Brasil, região não especificada","0"
"1696","Maranhão","158"
"1696","Pará","0"
"1696","Bahia, porto não especificado","4191"
"1696","Paraíba","0"
"1696","Pernambuco, porto não especificado","0"
"1696","Ilha Grande","0"
"1696","Rio de Janeiro","0"
"1696","Brasil, região não especificada","0"
"1697","Maranhão","0"
"1697","Pará","0"
"1697","Bahia, porto não especificado","5808"
"1697","Paraíba","0"
"1697","Pernambuco, porto não especificado","692"
"1697","Ilha Grande","0"
"1697","Rio de Janeiro","0"
"1697","Brasil, região não especificada","0"
"1698","Maranhão","218"
"1698","Pará","0"
"1698","Bahia, porto não especificado","8433"
"1698","Paraíba","209"
"1698","Pernambuco, porto não especificado","3103"
"1698","Ilha Grande","0"
"1698","Rio de Janeiro","0"
"1698","Brasil, região não especificada","0"
"1699","Maranhão","0"
"1699","Pará","0"
"1699","Bahia, porto não especificado","5522"
"1699","Paraíba","0"
"1699","Pernambuco, porto não especificado","1682"
"1699","Ilha Grande","0"
"1699","Rio de Janeiro","1435"
"1699","Brasil, região não especificada","0"
"1700","Maranhão","0"
"1700","Pará","0"
"1700","Bahia, porto não especificado","6875"
"1700","Paraíba","0"
"1700","Pernambuco, porto não especificado","523"
"1700","Ilha Grande","0"
"1700","Rio de Janeiro","957"
"1700","Brasil, região não especificada","0"
"1701","Maranhão","115"
"1701","Bahia, porto não especificado","5056"
"1701","Paraíba","0"
"1701","Pernambuco, porto não especificado","210"
"1701","Ilha Grande","0"
"1701","Rio de Janeiro","1894"
"1701","Província do Rio de Janeiro","0"
"1701","Santos","0"
"1701","Brasil, região não especificada","0"
"1702","Maranhão","110"
"1702","Bahia, porto não especificado","5020"
"1702","Paraíba","0"
"1702","Pernambuco, porto não especificado","0"
"1702","Ilha Grande","0"
"1702","Rio de Janeiro","0"
"1702","Província do Rio de Janeiro","0"
"1702","Santos","0"
"1702","Brasil, região não especificada","105"
"1703","Maranhão","170"
"1703","Bahia, porto não especificado","5025"
"1703","Paraíba","0"
"1703","Pernambuco, porto não especificado","0"
"1703","Ilha Grande","0"
"1703","Rio de Janeiro","0"
"1703","Província do Rio de Janeiro","0"
"1703","Santos","0"
"1703","Brasil, região não especificada","0"
"1704","Maranhão","0"
"1704","Bahia, porto não especificado","4348"
"1704","Paraíba","0"
"1704","Pernambuco, porto não especificado","0"
"1704","Ilha Grande","0"
"1704","Rio de Janeiro","456"
"1704","Província do Rio de Janeiro","0"
"1704","Santos","0"
"1704","Brasil, região não especificada","0"
"1705","Maranhão","0"
"1705","Bahia, porto não especificado","3785"
"1705","Paraíba","0"
"1705","Pernambuco, porto não especificado","0"
"1705","Ilha Grande","0"
"1705","Rio de Janeiro","0"
"1705","Província do Rio de Janeiro","0"
"1705","Santos","0"
"1705","Brasil, região não especificada","0"
"1706","Maranhão","0"
"1706","Bahia, porto não especificado","4280"
"1706","Paraíba","0"
"1706","Pernambuco, porto não especificado","0"
"1706","Ilha Grande","0"
"1706","Rio de Janeiro","0"
"1706","Província do Rio de Janeiro","0"
"1706","Santos","0"
"1706","Brasil, região não especificada","0"
"1707","Maranhão","0"
"1707","Bahia, porto não especificado","6973"
"1707","Paraíba","0"
"1707","Pernambuco, porto não especificado","0"
"1707","Ilha Grande","0"
"1707","Rio de Janeiro","0"
"1707","Província do Rio de Janeiro","0"
"1707","Santos","0"
"1707","Brasil, região não especificada","0"
"1708","Maranhão","87"
"1708","Bahia, porto não especificado","4456"
"1708","Paraíba","0"
"1708","Pernambuco, porto não especificado","0"
"1708","Ilha Grande","0"
"1708","Rio de Janeiro","0"
"1708","Província do Rio de Janeiro","0"
"1708","Santos","0"
"1708","Brasil, região não especificada","0"
"1709","Maranhão","0"
"1709","Bahia, porto não especificado","4727"
"1709","Paraíba","0"
"1709","Pernambuco, porto não especificado","357"
"1709","Ilha Grande","0"
"1709","Rio de Janeiro","0"
"1709","Província do Rio de Janeiro","0"
"1709","Santos","0"
"1709","Brasil, região não especificada","0"
"1710","Maranhão","0"
"1710","Bahia, porto não especificado","4624"
"1710","Paraíba","0"
"1710","Pernambuco, porto não especificado","0"
"1710","Ilha Grande","0"
"1710","Rio de Janeiro","0"
"1710","Província do Rio de Janeiro","0"
"1710","Santos","0"
"1710","Brasil, região não especificada","0"
"1711","Maranhão","0"
"1711","Bahia, porto não especificado","5798"
"1711","Paraíba","0"
"1711","Pernambuco, porto não especificado","0"
"1711","Ilha Grande","0"
"1711","Rio de Janeiro","0"
"1711","Província do Rio de Janeiro","0"
"1711","Santos","0"
"1711","Brasil, região não especificada","403"
"1712","Maranhão","0"
"1712","Bahia, porto não especificado","8374"
"1712","Paraíba","0"
"1712","Pernambuco, porto não especificado","0"
"1712","Ilha Grande","0"
"1712","Rio de Janeiro","839"
"1712","Província do Rio de Janeiro","0"
"1712","Santos","0"
"1712","Brasil, região não especificada","0"
"1713","Maranhão","0"
"1713","Bahia, porto não especificado","8649"
"1713","Paraíba","0"
"1713","Pernambuco, porto não especificado","0"
"1713","Ilha Grande","0"
"1713","Rio de Janeiro","1053"
"1713","Província do Rio de Janeiro","0"
"1713","Santos","0"
"1713","Brasil, região não especificada","0"
"1714","Maranhão","356"
"1714","Bahia, porto não especificado","6834"
"1714","Paraíba","0"
"1714","Pernambuco, porto não especificado","0"
"1714","Ilha Grande","0"
"1714","Rio de Janeiro","702"
"1714","Província do Rio de Janeiro","0"
"1714","Santos","0"
"1714","Brasil, região não especificada","0"
"1715","Maranhão","85"
"1715","Bahia, porto não especificado","6043"
"1715","Paraíba","0"
"1715","Pernambuco, porto não especificado","714"
"1715","Ilha Grande","0"
"1715","Rio de Janeiro","541"
"1715","Província do Rio de Janeiro","0"
"1715","Santos","0"
"1715","Brasil, região não especificada","0"
"1716","Maranhão","0"
"1716","Bahia, porto não especificado","7859"
"1716","Paraíba","0"
"1716","Pernambuco, porto não especificado","357"
"1716","Ilha Grande","0"
"1716","Rio de Janeiro","1674"
"1716","Província do Rio de Janeiro","380"
"1716","Santos","0"
"1716","Brasil, região não especificada","0"
"1717","Maranhão","0"
"1717","Bahia, porto não especificado","7102"
"1717","Paraíba","0"
"1717","Pernambuco, porto não especificado","0"
"1717","Ilha Grande","0"
"1717","Rio de Janeiro","403"
"1717","Província do Rio de Janeiro","0"
"1717","Santos","0"
"1717","Brasil, região não especificada","0"
"1718","Maranhão","0"
"1718","Bahia, porto não especificado","7563"
"1718","Paraíba","357"
"1718","Pernambuco, porto não especificado","423"
"1718","Ilha Grande","0"
"1718","Rio de Janeiro","1033"
"1718","Província do Rio de Janeiro","0"
"1718","Santos","105"
"1718","Brasil, região não especificada","0"
"1719","Maranhão","0"
"1719","Bahia, porto não especificado","5925"
"1719","Paraíba","0"
"1719","Pernambuco, porto não especificado","1355"
"1719","Ilha Grande","0"
"1719","Rio de Janeiro","1058"
"1719","Província do Rio de Janeiro","0"
"1719","Santos","116"
"1719","Brasil, região não especificada","0"
"1720","Maranhão","0"
"1720","Bahia, porto não especificado","6202"
"1720","Paraíba","427"
"1720","Pernambuco, porto não especificado","2717"
"1720","Ilha Grande","0"
"1720","Rio de Janeiro","351"
"1720","Província do Rio de Janeiro","0"
"1720","Santos","0"
"1720","Brasil, região não especificada","893"
"1721","Maranhão","0"
"1721","Bahia, porto não especificado","5522"
"1721","Paraíba","0"
"1721","Pernambuco, porto não especificado","2496"
"1721","Ilha Grande","0"
"1721","Rio de Janeiro","1505"
"1721","Província do Rio de Janeiro","0"
"1721","Santos","0"
"1721","Brasil, região não especificada","0"
"1722","Maranhão","0"
"1722","Bahia, porto não especificado","4914"
"1722","Paraíba","0"
"1722","Pernambuco, porto não especificado","3482"
"1722","Ilha Grande","0"
"1722","Rio de Janeiro","1068"
"1722","Província do Rio de Janeiro","0"
"1722","Santos","0"
"1722","Brasil, região não especificada","86"
"1723","Maranhão","0"
"1723","Bahia, porto não especificado","7244"
"1723","Paraíba","0"
"1723","Pernambuco, porto não especificado","1840"
"1723","Ilha Grande","118"
"1723","Rio de Janeiro","2864"
"1723","Província do Rio de Janeiro","0"
"1723","Santos","0"
"1723","Brasil, região não especificada","1210"
"1724","Maranhão","0"
"1724","Bahia, porto não especificado","14456"
"1724","Paraíba","0"
"1724","Pernambuco, porto não especificado","4893"
"1724","Ilha Grande","0"
"1724","Rio de Janeiro","4500"
"1724","Província do Rio de Janeiro","0"
"1724","Santos","0"
"1724","Brasil, região não especificada","260"
"1725","Maranhão","0"
"1725","Bahia, porto não especificado","6924"
"1725","Paraíba","259"
"1725","Pernambuco, porto não especificado","4203"
"1725","Ilha Grande","0"
"1725","Rio de Janeiro","6149"
"1725","Província do Rio de Janeiro","0"
"1725","Santos","0"
"1725","Brasil, região não especificada","539"
"1726","Maranhão","0"
"1726","Bahia, porto não especificado","9732"
"1726","Paraíba","0"
"1726","Pernambuco, porto não especificado","4582"
"1726","Ilha Grande","0"
"1726","Rio de Janeiro","4232"
"1726","Província do Rio de Janeiro","0"
"1726","Santos","0"
"1726","Brasil, região não especificada","272"
"1727","Maranhão","0"
"1727","Bahia, porto não especificado","8266"
"1727","Paraíba","404"
"1727","Pernambuco, porto não especificado","5859"
"1727","Ilha Grande","0"
"1727","Rio de Janeiro","4954"
"1727","Província do Rio de Janeiro","0"
"1727","Santos","0"
"1727","Brasil, região não especificada","313"
"1728","Maranhão","0"
"1728","Bahia, porto não especificado","11099"
"1728","Paraíba","357"
"1728","Pernambuco, porto não especificado","2739"
"1728","Ilha Grande","0"
"1728","Rio de Janeiro","4554"
"1728","Província do Rio de Janeiro","0"
"1728","Santos","0"
"1728","Brasil, região não especificada","0"
"1729","Maranhão","0"
"1729","Bahia, porto não especificado","10014"
"1729","Paraíba","714"
"1729","Pernambuco, porto não especificado","2856"
"1729","Ilha Grande","0"
"1729","Rio de Janeiro","1001"
"1729","Província do Rio de Janeiro","0"
"1729","Santos","0"
"1729","Brasil, região não especificada","0"
"1730","Maranhão","0"
"1730","Bahia, porto não especificado","5326"
"1730","Paraíba","0"
"1730","Pernambuco, porto não especificado","2960"
"1730","Ilha Grande","0"
"1730","Rio de Janeiro","1813"
"1730","Província do Rio de Janeiro","0"
"1730","Santos","0"
"1730","Brasil, região não especificada","0"
"1731","Maranhão","0"
"1731","Bahia, porto não especificado","11832"
"1731","Paraíba","0"
"1731","Pernambuco, porto não especificado","1347"
"1731","Ilha Grande","0"
"1731","Rio de Janeiro","2500"
"1731","Província do Rio de Janeiro","0"
"1731","Santos","0"
"1731","Brasil, região não especificada","0"
"1732","Maranhão","0"
"1732","Bahia, porto não especificado","6747"
"1732","Paraíba","0"
"1732","Pernambuco, porto não especificado","1428"
"1732","Ilha Grande","0"
"1732","Rio de Janeiro","0"
"1732","Província do Rio de Janeiro","0"
"1732","Santos","0"
"1732","Brasil, região não especificada","126"
"1733","Maranhão","0"
"1733","Bahia, porto não especificado","7755"
"1733","Paraíba","179"
"1733","Pernambuco, porto não especificado","2856"
"1733","Ilha Grande","0"
"1733","Rio de Janeiro","229"
"1733","Província do Rio de Janeiro","0"
"1733","Santos","0"
"1733","Brasil, região não especificada","0"
"1734","Maranhão","0"
"1734","Bahia, porto não especificado","9934"
"1734","Paraíba","460"
"1734","Pernambuco, porto não especificado","2898"
"1734","Ilha Grande","0"
"1734","Rio de Janeiro","5288"
"1734","Província do Rio de Janeiro","0"
"1734","Santos","0"
"1734","Brasil, região não especificada","0"
"1735","Maranhão","0"
"1735","Bahia, porto não especificado","7768"
"1735","Paraíba","179"
"1735","Pernambuco, porto não especificado","2856"
"1735","Ilha Grande","0"
"1735","Rio de Janeiro","0"
"1735","Província do Rio de Janeiro","0"
"1735","Santos","0"
"1735","Brasil, região não especificada","0"
"1736","Maranhão","0"
"1736","Bahia, porto não especificado","8415"
"1736","Paraíba","0"
"1736","Pernambuco, porto não especificado","2142"
"1736","Ilha Grande","0"
